Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
28927,1815,5,13900,Volvo,XC60,2008,150'000 - 159'999,163,Weiss,1,3,0
28928,1523,5,33900,Opel,Corsa,2020,15'000 - 19'999,136,Sonstige,2,1,0
28929,1162,2,23900,Alfa Romeo,Spider,1977,130'000 - 139'999,90,Weiss,0,4,1
28931,1023,5,24990,Mazda,2,2021,5'000 - 9'999,90,Schwarz,0,1,0
28933,1860,4,3300,Hyundai,H-1,2000,200'000 - 249'999,100,Rot,1,2,1
28934,1029,2,79800,Ferrari,348,1992,80'000 - 84'999,210,Rot,0,5,1
28935,1264,5,33000,Subaru,XV,2020,0 - 4'999,150,Rot,2,3,0
28936,1175,5,74400,DS Automobiles,DS9,2022,0 - 4'999,180,Sonstige,2,1,0
28937,1023,5,45350,DS Automobiles,DS7,2022,0 - 4'999,181,Grau,0,3,0
28938,1023,5,34500,Mini,Mini,2020,10'000 - 14'999,192,Grau,0,1,0
28939,1260,4,17900,Alfa Romeo,159,1988,75'000 - 79'999,118,Sonstige,0,1,1
28942,1523,5,57300,Opel,Zafira,2022,0 - 4'999,136,Grau,2,2,0
28943,1023,5,31700,Kia,Cee'd,2021,0 - 4'999,120,Grau,2,0,0
28944,1442,4,46900,BMW,3er,2018,0 - 4'999,190,Schwarz,1,1,0
28945,1400,3,20010,Fiat,500,2022,0 - 4'999,70,Schwarz,2,1,1
28946,1472,5,2990,Volkswagen,Golf,2001,150'000 - 159'999,170,Grau,0,1,0
28947,1162,5,72500,Porsche,Cayenne,2018,55'000 - 59'999,340,Weiss,0,3,0
28949,1026,5,69900,Mercedes-Benz,GLE-Klasse,2017,70'000 - 74'999,584,Grau,0,3,0
28950,1020,5,6500,Mercedes-Benz,R-CLASS,2006,250'000 - 299'999,224,Blau,1,3,0
28952,1442,5,53900,BMW,X-serien,2018,15'000 - 19'999,252,Sonstige,0,3,0
28953,1023,4,65000,Mercedes-Benz,S-Klasse,2016,60'000 - 64'999,333,Blau,0,1,0
28954,1400,5,36580,Jeep,Compass,2022,0 - 4'999,150,Grau,0,3,0
28955,1029,5,7999,Peugeot,2008,2014,140'000 - 149'999,92,Grau,1,3,1
28956,1170,5,26900,Fiat,Tipo,2021,0 - 4'999,130,Blau,1,1,1
28957,1852,2,34900,Audi,TT,2012,50'000 - 54'999,340,Schwarz,0,4,1
28959,1007,2,30990,Volkswagen,T-Roc,2020,30'000 - 34'999,115,Schwarz,0,4,1
28960,1274,5,49500,Volvo,XC60,2018,15'000 - 19'999,250,Braun,0,3,0
28961,1023,5,19400,Mitsubishi,Space-serien,2022,0 - 4'999,71,Grau,0,1,0
28963,1350,5,34800,SEAT,Leon,2019,30'000 - 34'999,290,Blau,0,1,0
28964,1295,2,39900,Porsche,911,2002,95'000 - 99'999,320,Grau,0,4,1
28965,1023,5,39840,Mazda,3,2022,0 - 4'999,187,Grau,2,1,0
28967,1023,5,31900,DS Automobiles,DS3,2021,5'000 - 9'999,156,Rot,0,3,0
28968,1007,5,16990,Skoda,Fabia,2019,80'000 - 84'999,110,Weiss,0,1,0
28969,1845,5,31790,Audi,RS Q3,2014,75'000 - 79'999,310,Grau,0,0,0
28970,1023,5,35990,Mazda,CX-30,2022,0 - 4'999,150,Grau,2,3,0
28971,1023,3,37500,Mini,Mini,2020,10'000 - 14'999,184,Schwarz,2,1,0
28972,1165,4,9900,Jaguar,XF,2010,130'000 - 139'999,385,Schwarz,0,1,0
28973,1442,5,120900,Porsche,Cayenne,2022,10'000 - 14'999,340,Sonstige,0,3,0
28975,1030,3,4500,Peugeot,1007,2006,180'000 - 189'999,68,Grün,1,2,1
28976,1260,5,87340,Land Rover,Range Rover,2021,0 - 4'999,249,Grau,2,3,0
28977,1400,5,8500,BMW,330,2003,300'000 - 349'999,231,Schwarz,0,1,1
28978,1442,5,13900,Kia,Cee'd,2016,60'000 - 64'999,120,Weiss,0,0,1
28979,1400,5,32700,Renault,Arkana,2021,0 - 4'999,140,Schwarz,2,3,0
28980,1580,5,12500,Ford,Kuga,2014,190'000 - 199'999,180,Grau,1,3,0
28981,1853,2,33800,Iveco,Daily / Turbo Daily,2009,40'000 - 44'999,136,Weiss,0,2,1
28982,1029,5,4999,Saab,9-5,2007,140'000 - 149'999,150,Grau,0,0,1
28984,1018,5,20900,Suzuki,Vitara,2016,40'000 - 44'999,120,Weiss,0,3,0
28985,1274,5,47450,CUPRA,Formentor,2021,0 - 4'999,204,Blau,2,3,0
28986,1023,5,37290,Mazda,CX-30,2022,0 - 4'999,186,Weiss,2,3,0
28987,1041,3,13900,Mini,Cooper,2013,130'000 - 139'999,143,Schwarz,1,3,0
28989,1852,5,3900,Renault,Scénic,2011,170'000 - 179'999,131,Grau,0,2,1
28993,1442,5,89900,Mercedes-Benz,GLE-Klasse,2022,0 - 4'999,194,Sonstige,2,3,0
28994,1018,5,15400,Mitsubishi,Space-serien,2022,0 - 4'999,71,Schwarz,0,1,0
28996,1023,5,36170,Suzuki,Vitara,2021,0 - 4'999,129,Blau,2,3,0
28997,1260,5,86840,Land Rover,Range Rover,2021,0 - 4'999,249,Blau,2,3,0
28999,1110,5,5900,Nissan,Micra,2011,100'000 - 109'999,80,Schwarz,0,1,1
29001,1860,5,12900,Skoda,Yeti,2011,140'000 - 149'999,140,Grau,1,3,0
29002,1610,5,41500,Peugeot,5008,2022,0 - 4'999,130,Sonstige,0,3,0
29003,1052,5,52890,Audi,Q7,2016,45'000 - 49'999,272,Schwarz,1,3,0
29004,1610,3,7200,Toyota,iQ,2013,60'000 - 64'999,68,Sonstige,0,1,1
29005,1196,5,1200,Subaru,Impreza,2004,85'000 - 89'999,95,Grau,0,0,0
29006,1110,5,78900,BMW,X-serien,2021,10'000 - 14'999,360,Schwarz,0,3,0
29007,1110,5,29000,BMW,i3,2018,15'000 - 19'999,184,Blau,2,1,0
29008,1023,5,39990,Audi,Q2,2020,15'000 - 19'999,150,Schwarz,0,3,0
29010,1023,5,64000,Toyota,Land Cruiser-serien,2021,5'000 - 9'999,204,Schwarz,1,3,0
29011,1023,5,28500,Volvo,V60 Cross Country,2017,65'000 - 69'999,190,Grau,1,0,0
29012,1400,5,54850,Audi,S,2019,65'000 - 69'999,400,Schwarz,0,1,0
29013,1442,5,36900,BMW,3er,2019,10'000 - 14'999,190,Schwarz,1,0,0
29014,1003,5,4999,Nissan,Qashqai,2009,200'000 - 249'999,140,Schwarz,0,3,1
29015,1400,5,48220,Jeep,Compass,2022,0 - 4'999,130,Blau,2,3,0
29016,1400,5,64632,Citroën,Campster,2022,0 - 4'999,177,Weiss,1,0,0
29017,1020,5,56990,BMW,X-serien,2018,35'000 - 39'999,360,Blau,0,3,0
29018,1562,5,5000,Peugeot,407,2006,170'000 - 179'999,158,Grau,0,0,0
29019,1442,2,69900,BMW,4er,2018,5'000 - 9'999,374,Sonstige,2,4,0
29020,1860,2,68500,Ferrari,360,2002,60'000 - 64'999,400,Rot,0,4,0
29021,1004,5,2500,Kia,Picanto,2004,85'000 - 89'999,68,Sonstige,0,1,1
29022,1260,5,19990,Mazda,CX-3,2016,75'000 - 79'999,105,Sonstige,1,3,0
29024,1437,5,3500,BMW,X5,2003,200'000 - 249'999,231,Grau,0,3,0
29025,1018,5,35780,Suzuki,Vitara,2022,0 - 4'999,116,Weiss,2,3,0
29026,1400,5,94900,Mercedes-Benz,Marco Polo,2022,0 - 4'999,190,Grau,1,2,0
29027,1260,5,75300,Mercedes-Benz,C-Klasse,2022,0 - 4'999,258,Schwarz,2,0,0
29028,1175,5,26150,Citroën,C3,2022,0 - 4'999,110,Sonstige,0,3,1
29029,1422,5,33590,Peugeot,2008,2022,0 - 4'999,130,Weiss,0,3,0
29030,1442,5,45900,Land Rover,Range Rover,2017,95'000 - 99'999,258,Sonstige,1,3,0
29031,1523,5,15900,Opel,Insignia,2016,75'000 - 79'999,136,Weiss,1,0,0
29032,1815,5,16900,Volkswagen,Golf,2016,80'000 - 84'999,110,Grau,1,1,1
29033,1033,5,5900,Toyota,Auris,2008,100'000 - 109'999,124,Grau,0,1,0
29034,1853,5,15500,Hyundai,ix35,2015,130'000 - 139'999,184,Weiss,1,3,0
29035,1023,5,19990,Volkswagen,Polo,2017,50'000 - 54'999,110,Silber,0,1,0
29036,1131,5,29800,Volkswagen,Tiguan,2020,10'000 - 14'999,130,Weiss,0,3,1
29037,1860,4,6900,Audi,A8,2004,180'000 - 189'999,334,Schwarz,0,1,0
29039,1026,3,12900,Volkswagen,Polo,2012,120'000 - 129'999,180,Weiss,0,1,0
29041,1400,5,74030,Jeep,Wrangler,2022,0 - 4'999,272,Grau,0,3,0
29042,1400,5,23600,Citroën,C3,2022,0 - 4'999,110,Weiss,0,3,1
29043,1033,2,79900,Rolls-Royce,Corniche,1989,55'000 - 59'999,218,Grau,0,4,0
29045,1274,5,69990,CUPRA,Formentor,2022,0 - 4'999,390,Grau,0,3,0
29046,1110,5,45900,BMW,1er,2021,0 - 4'999,136,Weiss,0,1,0
29047,1033,3,15900,Fiat,500,2020,25'000 - 29'999,85,Sonstige,0,1,1
29048,1860,5,6900,BMW,1er,2008,150'000 - 159'999,143,Grau,1,1,0
29049,1023,3,40000,Jeep,Wrangler,2017,10'000 - 14'999,200,Schwarz,1,3,0
29052,1400,4,36900,Alfa Romeo,Giulia,2020,25'000 - 29'999,200,Grau,0,1,0
29053,1400,5,40070,Jeep,Renegade,2022,0 - 4'999,130,Grau,2,3,0
29054,1121,5,52900,Hyundai,Santa Fe,2021,10'000 - 14'999,180,Sonstige,2,3,0
29055,1030,5,5500,Mazda,3,2008,120'000 - 129'999,105,Grau,0,1,1
29056,1033,2,11900,Alfa Romeo,Spider,2007,130'000 - 139'999,185,Rot,0,4,1
29057,1005,5,46900,BMW,2er,2021,0 - 4'999,136,Weiss,0,2,0
29058,1121,5,43900,Hyundai,Kona,2022,0 - 4'999,280,Sonstige,0,3,0
29060,1400,5,38700,Jeep,Renegade,2022,0 - 4'999,150,Schwarz,0,3,0
29061,1005,5,98900,BMW,X-serien,2022,0 - 4'999,360,Schwarz,2,3,0
29063,1530,5,87770,Mercedes-Benz,Marco Polo,2022,0 - 4'999,163,Grau,1,2,0
29064,1004,5,12000,BMW,X5,2008,250'000 - 299'999,235,Grau,1,3,0
29065,1121,5,33500,Opel,Mokka,2021,10'000 - 14'999,130,Sonstige,0,3,0
29066,1815,5,9900,Renault,Mégane,2015,120'000 - 129'999,110,Weiss,1,0,0
29067,1023,5,10000,Ford,EcoSport,2014,85'000 - 89'999,125,Schwarz,0,3,1
29068,1121,5,26900,Opel,Corsa,2021,10'000 - 14'999,130,Sonstige,0,1,0
29072,1400,5,17400,Opel,Astra,2018,25'000 - 29'999,136,Weiss,1,0,0
29074,1400,3,17400,Fiat,500,2020,5'000 - 9'999,85,Grau,0,1,1
29075,1023,5,45390,Volkswagen,Tiguan Allspace,2020,40'000 - 44'999,200,Schwarz,1,3,0
29076,1800,4,4499,BMW,325,2009,250'000 - 299'999,218,Grau,0,1,1
29080,1845,5,16500,Skoda,Fabia,2018,25'000 - 29'999,95,Blau,0,0,1
29081,1023,5,19600,Mitsubishi,Space-serien,2022,0 - 4'999,71,Weiss,0,1,0
29082,1196,2,33000,BMW,4er,2017,50'000 - 54'999,190,Sonstige,1,5,0
29085,1131,5,39900,Land Rover,Defender,2000,250'000 - 299'999,122,Grün,1,3,1
29086,1110,4,149900,BMW,8er,2022,0 - 4'999,530,Schwarz,0,1,0
29088,1274,5,21900,Ford,Fiesta,2020,25'000 - 29'999,100,Rot,0,1,0
29089,1442,3,11900,Toyota,Aygo,2018,25'000 - 29'999,72,Rot,0,1,1
29092,1400,5,19900,Fiat,Tipo,2021,0 - 4'999,100,Rot,0,1,1
29093,1260,5,41500,Mercedes-Benz,CLA-Klasse,2019,25'000 - 29'999,218,Schwarz,0,0,0
29094,1523,5,33900,Opel,Mokka,2021,5'000 - 9'999,130,Grau,0,3,0
29095,1845,5,51900,Audi,Q5,2018,55'000 - 59'999,286,Schwarz,1,3,0
29096,1175,5,5500,Mercedes-Benz,B-Klasse,2005,140'000 - 149'999,115,Sonstige,0,2,0
29098,1023,5,63550,Citroën,C4 Grand Spacetourer,2022,0 - 4'999,130,Grau,0,2,1
29099,1023,5,39700,Subaru,XV,2022,0 - 4'999,150,Grau,2,3,0
29100,1023,5,57900,BMW,X-serien,2021,5'000 - 9'999,178,Schwarz,0,3,0
29101,1266,5,25900,Porsche,Panamera,2011,200'000 - 249'999,400,Schwarz,0,1,0
29102,1162,2,159900,Mercedes-Benz,SL,1959,30'000 - 34'999,116,Weiss,0,4,1
29104,1020,5,28900,BMW,X-serien,2011,110'000 - 119'999,306,Weiss,1,3,0
29105,1023,5,15400,Mitsubishi,Space-serien,2022,0 - 4'999,71,Grau,0,1,0
29106,1023,5,37000,BMW,3er,2016,65'000 - 69'999,326,Grau,0,0,0
29107,1260,5,57500,Lexus,NX,2020,30'000 - 34'999,190,Grau,2,3,0
29108,1023,3,68900,Jeep,Wrangler,2021,0 - 4'999,272,Grün,0,3,0
29109,1852,5,7500,Renault,Clio,2016,85'000 - 89'999,73,Weiss,0,1,1
29110,1260,5,199900,Land Rover,Range Rover,2022,0 - 4'999,575,Schwarz,0,3,0
29111,1400,5,52400,Opel,Insignia,2020,5'000 - 9'999,230,Sonstige,0,1,0
29112,1260,5,33900,Mercedes-Benz,B-Klasse,2021,25'000 - 29'999,136,Weiss,0,1,0
29113,1110,5,23000,Mini,Mini Countryman,2018,75'000 - 79'999,136,Grau,0,3,0
29114,1023,5,37740,Kia,Xceed,2021,0 - 4'999,160,Weiss,2,1,0
29115,1162,2,98500,Porsche,911,1974,500'000+,175,Blau,0,5,1
29116,1052,5,79850,Audi,Q8,2018,70'000 - 74'999,330,Schwarz,1,3,0
29117,1023,5,18990,Citroën,C3,2021,10'000 - 14'999,110,Weiss,0,1,1
29118,1853,5,21500,Jeep,Grand Cherokee,2012,110'000 - 119'999,241,Grau,1,3,0
29119,1004,3,6900,Smart,Fortwo,2008,95'000 - 99'999,98,Schwarz,0,4,0
29120,1121,5,31820,Opel,Corsa,2022,0 - 4'999,130,Sonstige,0,1,0
29121,1110,5,36900,Audi,S,2013,130'000 - 139'999,450,Grau,0,0,0
29123,1110,5,60000,BMW,X-serien,2019,55'000 - 59'999,353,Silber,0,3,0
29124,1023,2,22500,Mini,Mini Cabriolet,2018,40'000 - 44'999,136,Grau,0,4,1
29127,1027,5,11000,Volvo,V40,2015,160'000 - 169'999,152,Sonstige,0,0,1
29128,1023,5,24390,Volkswagen,Tiguan,2016,110'000 - 119'999,150,Grau,1,3,0
29129,1852,3,7900,Peugeot,206,2001,120'000 - 129'999,137,Rot,0,1,1
29130,1260,5,85900,Jaguar,I-Pace,2022,0 - 4'999,400,Schwarz,2,3,0
29132,1196,4,4900,Subaru,Legacy/Outback,2005,120'000 - 129'999,245,Grau,0,1,0
29133,1023,5,59500,BMW,X-serien,2018,50'000 - 54'999,313,Grau,1,3,0
29134,1197,5,30990,Audi,Q2,2018,30'000 - 34'999,150,Grau,0,3,0
29135,1260,5,83400,Land Rover,Discovery,2022,0 - 4'999,249,Grau,2,3,0
29136,1018,5,18900,Opel,Crossland X,2019,65'000 - 69'999,130,Grau,0,3,0
29137,1030,5,49000,Land Rover,Range Rover,2017,80'000 - 84'999,180,Schwarz,1,3,0
29138,1852,5,3500,Fiat,Panda,2010,130'000 - 139'999,60,Grau,0,1,0
29142,1442,4,49900,Audi,A3,2022,0 - 4'999,150,Schwarz,0,1,1
29143,1442,5,23900,BMW,X-serien,2013,25'000 - 29'999,150,Weiss,1,3,1
29144,1023,5,60000,BMW,5er,2021,25'000 - 29'999,190,Grau,2,0,0
29145,1530,5,80885,Mercedes-Benz,C-Klasse,2022,0 - 4'999,258,Grau,2,0,0
29146,1295,5,24900,BMW,X-serien,2011,110'000 - 119'999,306,Schwarz,0,3,0
29147,1023,5,28450,Citroën,C3,2021,0 - 4'999,110,Rot,0,1,0
29148,1260,5,49100,Mercedes-Benz,A-Klasse,2022,0 - 4'999,163,Schwarz,0,1,0
29151,1260,5,72500,Mercedes-Benz,GLA-Klasse,2021,10'000 - 14'999,306,Silber,0,3,0
29152,1442,5,20900,Audi,A3,2017,80'000 - 84'999,125,Schwarz,0,1,1
29153,1023,5,55000,Volvo,XC60,2019,40'000 - 44'999,250,Grau,0,3,0
29154,1400,5,81320,Jeep,Wrangler,2022,0 - 4'999,381,Weiss,2,3,0
29155,1400,5,9999,Kia,Carens,2014,140'000 - 149'999,136,Schwarz,1,2,1
29156,1260,3,47900,Toyota,Supra,2021,5'000 - 9'999,258,Weiss,0,5,0
29157,1023,5,39500,Kia,Soul,2021,0 - 4'999,204,Grau,2,0,0
29158,1472,3,1790,Toyota,Yaris,2006,160'000 - 169'999,75,Weiss,0,1,1
29159,1030,3,4500,Renault,Twingo,2010,150'000 - 159'999,133,Schwarz,0,1,1
29160,1274,5,54650,SEAT,Cupra Ateca,2021,20'000 - 24'999,300,Grau,0,3,0
29163,1026,5,23900,DS Automobiles,DS3,2019,80'000 - 84'999,156,Grau,0,3,0
29164,1023,5,20300,Mazda,2,2022,0 - 4'999,90,Weiss,2,1,1
29165,1071,2,8500,Mercedes-Benz,E-Klasse,1990,200'000 - 249'999,180,Grau,0,5,0
29166,1523,5,65900,Opel,Zafira,2022,0 - 4'999,177,Weiss,1,2,0
29167,1260,5,48800,Toyota,RAV4,2021,10'000 - 14'999,178,Sonstige,2,3,0
29168,1023,5,143990,Audi,RS,2020,15'000 - 19'999,600,Grau,2,0,0
29169,1860,2,6900,BMW,1er,2008,200'000 - 249'999,170,Schwarz,0,4,0
29170,1030,5,17900,Mini,Mini Countryman,2015,40'000 - 44'999,112,Rot,1,3,1
29171,1023,5,27390,Audi,A4,2017,80'000 - 84'999,190,Weiss,0,0,0
29173,1029,5,28999,Land Rover,Discovery,2014,140'000 - 149'999,256,Blau,1,3,0
29175,1400,5,18990,Renault,Mégane,2019,60'000 - 64'999,140,Blau,0,1,0
29176,1023,5,29990,Peugeot,308,2021,15'000 - 19'999,130,Weiss,0,0,0
29177,1260,5,33900,Mazda,MX-30,2020,5'000 - 9'999,143,Sonstige,2,3,0
29178,1260,5,73000,Mercedes-Benz,C-Klasse,2022,0 - 4'999,204,Grau,2,0,0
29179,1029,5,19499,Nissan,X-Trail,2016,55'000 - 59'999,163,Weiss,0,3,1
29180,1110,3,21900,Mini,Mini,2015,120'000 - 129'999,231,Rot,0,1,0
29181,1121,5,27900,Opel,Astra,2021,10'000 - 14'999,145,Sonstige,0,1,0
29183,1800,5,30470,Volkswagen,Golf,2022,0 - 4'999,110,Grau,0,1,1
29184,1020,5,9499,Jeep,Cherokee,2000,130'000 - 139'999,116,Grau,1,3,1
29186,1121,5,20900,Opel,Corsa,2020,15'000 - 19'999,100,Sonstige,0,1,0
29188,1260,5,77760,Land Rover,Range Rover,2022,0 - 4'999,200,Schwarz,2,3,0
29189,1175,4,38620,Citroën,Jumper,2022,0 - 4'999,140,Sonstige,1,2,1
29192,1030,2,9000,Mini,Mini Roadster,2012,120'000 - 129'999,122,Grau,0,4,1
29193,1260,5,82980,Land Rover,Discovery,2022,0 - 4'999,249,Rot,2,3,0
29195,1260,5,49900,Land Rover,Range Rover,2018,100'000 - 109'999,380,Sonstige,0,3,0
29198,1562,2,18500,Cadillac,XLR,2006,80'000 - 84'999,326,Grau,0,4,0
29199,1023,5,19800,Kia,Picanto,2022,0 - 4'999,84,Blau,0,1,0
29200,1029,2,10999,Mini,Mini Cabriolet,2010,130'000 - 139'999,211,Schwarz,0,4,1
29201,1023,5,15000,Kia,Cee'd,2018,50'000 - 54'999,120,Weiss,0,1,1
29202,1400,5,24400,Opel,Vivaro,2019,40'000 - 44'999,120,Weiss,1,2,1
29204,1853,4,19500,Renault,Trafic,2015,60'000 - 64'999,90,Weiss,1,2,1
29206,1023,5,32500,Subaru,XV,2022,0 - 4'999,150,Rot,2,3,0
29207,1442,5,47500,Audi,A5,2022,0 - 4'999,211,Sonstige,0,1,1
29208,1052,5,23980,Toyota,C-HR,2017,90'000 - 94'999,122,Grau,2,3,0
29209,1023,5,14000,Toyota,Auris,2016,75'000 - 79'999,112,Blau,1,1,1
29211,1845,5,47900,Audi,A6,2020,75'000 - 79'999,204,Grau,1,0,0
29212,1274,5,46750,Honda,CR-V,2022,0 - 4'999,146,Weiss,2,3,0
29213,1197,5,12490,Opel,Astra,2016,80'000 - 84'999,125,Grau,0,1,1
29214,1853,5,29500,SEAT,Alhambra,2016,120'000 - 129'999,184,Braun,1,2,0
29215,1008,5,5200,BMW,530,1999,250'000 - 299'999,184,Grau,1,1,1
29216,1023,5,39990,Mazda,CX-5,2021,20'000 - 24'999,194,Schwarz,0,3,0
29217,1274,5,51900,SEAT,Tarraco,2021,5'000 - 9'999,245,Grau,2,3,0
29219,1023,5,50290,DS Automobiles,DS4,2021,0 - 4'999,181,Rot,0,0,0
29221,1163,5,35680,SEAT,Leon,2021,0 - 4'999,150,Rot,2,0,0
29222,1029,5,12899,Peugeot,308,2016,95'000 - 99'999,130,Rot,0,0,0
29224,1023,5,50000,BMW,3er,2020,10'000 - 14'999,190,Weiss,2,0,0
29225,1110,5,18500,Opel,Crossland X,2019,25'000 - 29'999,110,Blau,0,3,0
29226,1260,5,42900,Volvo,V60,2015,50'000 - 54'999,350,Blau,0,0,0
29227,1023,5,29990,Peugeot,308,2021,10'000 - 14'999,130,Schwarz,1,1,0
29228,1020,5,16999,BMW,X-serien,2011,130'000 - 139'999,258,Grau,1,3,0
29229,1260,5,48900,Mercedes-Benz,GLC-Klasse,2019,50'000 - 54'999,211,Grau,0,3,0
29231,1260,5,19900,Suzuki,Swift,2021,5'000 - 9'999,83,Rot,2,1,1
29232,1260,5,9900,Peugeot,208,2017,95'000 - 99'999,99,Silber,1,1,1
29233,1400,3,21550,Volkswagen,Golf,2018,10'000 - 14'999,115,Grau,0,1,1
29234,1260,5,51900,Suzuki,Across,2021,0 - 4'999,185,Sonstige,2,3,0
29236,1610,5,37500,Peugeot,3008,2022,0 - 4'999,130,Sonstige,0,3,0
29237,1009,4,14600,Mercedes-Benz,600,1996,300'000 - 349'999,400,Schwarz,0,1,0
29238,1023,4,28500,Jaguar,XF,2016,65'000 - 69'999,300,Grau,1,1,0
29239,1299,5,52000,Mercedes-Benz,AMG,2017,50'000 - 54'999,367,Grau,0,3,0
29240,1018,5,32990,Opel,Corsa,2022,0 - 4'999,100,Weiss,0,1,0
29242,1260,5,114500,Land Rover,Range Rover,2021,0 - 4'999,249,Silber,2,3,0
29243,1442,5,44900,Audi,Q5,2017,40'000 - 44'999,190,Schwarz,1,3,0
29244,1175,5,37250,Citroën,C4,2022,0 - 4'999,136,Sonstige,2,1,0
29245,1023,5,95000,BMW,X-serien,2021,0 - 4'999,510,Grau,0,3,0
29246,1030,3,5500,Mini,Mini,2007,150'000 - 159'999,120,Weiss,0,1,1
29247,1023,5,15400,Mitsubishi,Space-serien,2022,0 - 4'999,71,Silber,0,1,0
29248,1860,2,59900,Fiat,Dino,1972,30'000 - 34'999,180,Blau,0,5,1
29250,1260,5,34900,Mercedes-Benz,A-Klasse,2021,30'000 - 34'999,136,Weiss,0,1,0
29251,1052,4,39999,Rolls Royce,Silver Wraith,1981,110'000 - 119'999,196,Grau,0,1,0
29252,1023,5,22500,Mini,Mini,2018,40'000 - 44'999,192,Blau,0,1,1
29253,1030,4,11500,Audi,S,2006,250'000 - 299'999,450,Grau,0,1,0
29254,1030,5,38999,BMW,X4,2016,70'000 - 74'999,245,Weiss,0,3,0
29255,1030,5,31999,Volkswagen,T-Roc,2019,50'000 - 54'999,190,Schwarz,0,3,0
29256,1800,5,62175,Volkswagen,Sharan,2022,0 - 4'999,150,Schwarz,0,2,0
29257,1023,5,30000,BMW,X-serien,2018,60'000 - 64'999,192,Schwarz,0,3,0
29258,1023,5,39000,Volvo,XC40,2018,80'000 - 84'999,247,Schwarz,0,3,0
29259,1023,5,9500,Citroën,C1,2016,55'000 - 59'999,82,Weiss,0,1,1
29260,1260,5,24900,Mercedes-Benz,A-Klasse,2014,75'000 - 79'999,211,Grau,0,1,0
29262,1023,5,34390,SEAT,Ateca,2021,15'000 - 19'999,150,Weiss,0,3,0
29263,1422,5,34550,Peugeot,208,2022,0 - 4'999,136,Weiss,2,1,0
29264,1030,5,8000,Ford,Focus,2012,140'000 - 149'999,140,Silber,1,2,0
29265,1007,5,34390,Volkswagen,T-Roc,2021,30'000 - 34'999,150,Grau,0,3,0
29266,1029,2,5499,Mini,Mini Cabriolet,2005,65'000 - 69'999,115,Blau,0,4,1
29267,1162,2,179900,Porsche,911,2017,25'000 - 29'999,580,Silber,0,4,0
29268,1072,5,9999,Kia,Sorento,2010,200'000 - 249'999,197,Schwarz,1,3,0
29272,1170,5,36900,Land Rover,Range Rover,2016,35'000 - 39'999,240,Blau,0,3,0
29274,1260,5,87900,Mercedes-Benz,E-Klasse,2021,0 - 4'999,194,Schwarz,2,0,0
29275,1023,2,57990,BMW,Z-serien,2019,15'000 - 19'999,340,Grau,0,4,0
29277,1562,2,5000,Peugeot,206,2002,110'000 - 119'999,109,Grün,0,4,0
29278,1260,3,16500,Toyota,Aygo,2022,0 - 4'999,72,Rot,0,1,1
29279,1023,4,33390,Mercedes-Benz,CLA-Klasse,2016,50'000 - 54'999,218,Grau,0,1,0
29280,1170,5,39950,Mitsubishi,Eclipse Cross,2022,0 - 4'999,255,Weiss,2,3,0
29281,1814,5,39800,Audi,Quattro,2015,170'000 - 179'999,272,Sonstige,1,3,0
29283,1093,5,46900,Audi,Q5,2018,35'000 - 39'999,252,Schwarz,0,3,0
29285,1023,5,64900,Jeep,Wrangler,2022,0 - 4'999,272,Weiss,0,3,0
29288,1030,3,5600,Mini,Mini,2013,170'000 - 179'999,98,Schwarz,0,1,1
29289,1175,5,26830,Citroën,C3,2022,0 - 4'999,110,Sonstige,0,1,0
29290,1023,5,20000,Renault,Clio,2019,30'000 - 34'999,131,Grau,0,1,0
29291,1052,5,34890,SEAT,Ateca,2019,45'000 - 49'999,150,Schwarz,0,3,0
29293,1260,5,82900,Volvo,XC60,2021,0 - 4'999,253,Weiss,2,3,0
29294,1029,5,20899,Volkswagen,Touran,2017,110'000 - 119'999,150,Weiss,0,2,0
29295,1274,5,25490,SEAT,Ibiza,2021,5'000 - 9'999,110,Grau,0,1,0
29296,1170,5,45900,Volvo,XC90,2016,85'000 - 89'999,319,Grau,0,3,0
29297,1274,5,36900,SEAT,Leon,2021,10'000 - 14'999,150,Weiss,2,1,0
29298,1023,2,60000,Porsche,Boxster,2012,45'000 - 49'999,315,Schwarz,0,4,0
29299,1472,5,900,Renault,Scénic,2002,250'000 - 299'999,100,Grau,0,1,0
29300,1196,5,12300,Mitsubishi,Space-serien,2020,25'000 - 29'999,80,Braun,0,1,0
29301,1033,4,19500,BMW,3er,2017,110'000 - 119'999,184,Schwarz,0,1,1
29303,1260,5,89900,Jaguar,I-Pace,2022,0 - 4'999,400,Schwarz,2,3,0
29304,1587,5,2900,Volkswagen,Golf,2000,150'000 - 159'999,100,Schwarz,0,1,0
29305,1853,4,31500,Mercedes-Benz,E-Klasse,2017,110'000 - 119'999,184,Schwarz,0,1,0
29306,1110,5,31890,Mini,Mini,2019,25'000 - 29'999,192,Schwarz,0,1,0
29308,1023,5,24990,SEAT,Leon,2016,55'000 - 59'999,290,Schwarz,0,1,1
29310,1010,5,17300,BMW,X5,2009,150'000 - 159'999,286,Schwarz,1,0,0
29311,1023,5,49000,BMW,i3,2021,5'000 - 9'999,170,Sonstige,2,1,0
